"year","lwr","mid_lwr","mid","mid_upr","upr"
1959,5.03132134628461,5.18957022270493,5.37050814862836,5.55980918939471,5.73734483664571
1961,0.749663134804727,0.77092637390345,0.796869692176064,0.825461674958393,0.849732693452585
1963,3.3027345354758,3.40397550381681,3.51833749367018,3.64142589239712,3.74530435263738
1965,1.05956669062228,1.09179644018915,1.13117472041193,1.17037317147282,1.20744975732894
1967,10.3422334483593,10.6720705267143,11.0420279854942,11.4159790534385,11.7590040319361
1969,2.25286252260759,2.32409529076649,2.40465398314956,2.48457666839355,2.56561196108225
1971,7.44192722443008,7.66857016994885,7.9278949076378,8.20399540235606,8.44940238189243
1973,4.7423877704126,4.87799779954258,5.03996145931226,5.21537792737973,5.36049615112825
1975,3.31335394239789,3.41002645901381,3.52398410193411,3.64534123039843,3.7672049128097
1977,5.43863591387312,5.60941244694943,5.80109000555389,6.00062212235931,6.17307271642668
1979,10.1482461516108,10.4524850505468,10.797478001967,11.1556347029084,11.4966593726882
1981,13.266748885815,13.6809358404324,14.1344959709125,14.6088168582421,15.0347332437293
1983,10.0219907227912,10.3424769988078,10.6887985598538,11.0508404016077,11.3978796763605
1985,11.7839113215893,12.1132509865932,12.5382739299223,12.9355291215511,13.3194340394489
1987,3.71095614415695,3.82785429647577,3.95681195797792,4.09916989067992,4.21826237774939
1989,8.69352593851608,8.96846642238887,9.26768208062585,9.58987500923731,9.90805874830899
1991,8.64231735286985,8.91654918567507,9.22694099100609,9.54363148484125,9.8435908336768
1993,5.82370980344807,6.00336823525769,6.21277649746354,6.43902809768876,6.63203336556563
1995,5.36533246830922,5.53654768872262,5.72588378696199,5.92718192669364,6.11713919889804
1997,5.0058169648825,5.16411590046048,5.33667895169951,5.5252425344492,5.70641780525193
1999,0.153154289277827,0.157887304982369,0.163412231423377,0.169623507263326,0.17469005505511
2001,1.35484233548703,1.39814472760177,1.44790282373692,1.50093787756311,1.54827199455526
2003,1.94261651601899,2.00561799980714,2.07290596045627,2.14389788715145,2.21213771405255
2005,0.997315668629993,1.02863409653412,1.06319543533309,1.09873551089793,1.13464522651494
2007,0.790295013894257,0.813316945956344,0.841641812470551,0.871634340558627,0.899082593313425
2009,4.23111166167088,4.35497802912881,4.50601768760608,4.66325416909311,4.80904708297119
2011,7.40050423860559,7.60416206713735,7.84897981442472,8.11142414631831,8.34790809623321
2013,6.14688136858288,6.32987277113942,6.55664068369313,6.78584749320652,6.98583528388552
2015,0.466276600137688,0.481095624636156,0.497301532998594,0.514232523945116,0.530286188846582
2017,0.160643554193187,0.16550849672313,0.17132142937757,0.177236765310277,0.182717631043935
2019,0.519341150430211,0.534213397865307,0.553074779417591,0.571680733329897,0.58880129602916
2021,0.260697970770851,0.268524527123759,0.277577453206235,0.286897189501393,0.295184660380575
2023,0.889343138016547,0.916292713973333,0.94839699040163,0.980798087369677,1.01004794122532
